time/total_timesteps,train/reward,train/explained_variance,train/learning_rate,train/value_loss,train/entropy_loss,time/iterations,train/n_updates,time/fps,train/policy_loss,time/time_elapsed,train/std
436000,761.2723,0.0,1e-05,1509370.375,-55.42988204956055,43600,43599,63,-30513.130859375,6883,1.0023472309112549
437000,-1575.7799,-1.1920928955078125e-07,1e-05,15508035.0,-55.43056869506836,43700,43699,63,-188425.890625,6897,1.0023646354675293
438000,-2309.6335,5.960464477539063e-08,1e-05,8577699.0,-55.43034744262695,43800,43799,63,-144370.015625,6913,1.0023584365844727
439000,507.2593,0.0,1e-05,14691194.0,-55.43083572387695,43900,43899,63,202949.421875,6929,1.0023714303970337
440000,-602.2162,-1.1920928955078125e-07,1e-05,2327528.0,-55.431365966796875,44000,43999,63,22474.99609375,6946,1.0023826360702515
441000,328.11072,-1.1920928955078125e-07,1e-05,14842312.0,-55.43121337890625,44100,44099,63,-190816.046875,6962,1.002380609512329
442000,-1514.8848,0.0,1e-05,5163279.0,-55.4307975769043,44200,44199,63,-91647.3125,6977,1.0023714303970337
443000,859.90045,0.0,1e-05,6465652.0,-55.431514739990234,44300,44299,63,114801.3046875,6993,1.0023870468139648
444000,-1900.328,0.0,1e-05,7344257.5,-55.43095779418945,44400,44399,63,116597.578125,7008,1.0023754835128784
445000,-1706.8689,0.0,1e-05,53056168.0,-55.43115234375,44500,44499,63,-296751.90625,7024,1.0023813247680664
446000,-1844.2139,0.0,1e-05,11633269.0,-55.4311637878418,44600,44599,63,135146.328125,7038,1.0023785829544067
447000,-2536.0051,0.0,1e-05,17794254.0,-55.431434631347656,44700,44699,63,154283.453125,7054,1.002386450767517
448000,-2357.2676,2.980232238769531e-07,1e-05,41103088.0,-55.43001937866211,44800,44799,63,-332479.96875,7068,1.0023503303527832
449000,-286.82172,0.0,1e-05,18531684.0,-55.42928695678711,44900,44899,63,164374.109375,7084,1.0023308992385864
450000,1538.4865,0.0,1e-05,40613100.0,-55.42884063720703,45000,44999,63,-294782.84375,7100,1.0023213624954224
451000,-170.01123,0.0,1e-05,156103296.0,-55.428340911865234,45100,45099,63,648661.6875,7118,1.002310037612915
452000,-700.66724,-1.1920928955078125e-07,1e-05,73618264.0,-55.428009033203125,45200,45199,63,404535.09375,7132,1.0022978782653809
453000,69.93042,0.0,1e-05,8212614.5,-55.427467346191406,45300,45299,63,147384.328125,7149,1.0022838115692139
454000,-1538.2087,0.0,1e-05,26727824.0,-55.4274787902832,45400,45399,63,-263316.59375,7163,1.002286434173584
455000,225.37859,0.0,1e-05,3205401.25,-55.42756271362305,45500,45499,63,-88777.2109375,7179,1.0022852420806885
456000,-552.4045,0.0,1e-05,17304934.0,-55.4277458190918,45600,45599,63,-63680.9453125,7193,1.0022878646850586
457000,398.6084,-1.1920928955078125e-07,1e-05,1078822.875,-55.42692184448242,45700,45699,63,41991.62109375,7209,1.0022705793380737
458000,-84.63664,0.0,1e-05,2600567.25,-55.42654037475586,45800,45799,63,24884.07421875,7223,1.002257227897644
459000,-3469.4941,1.1920928955078125e-07,1e-05,83601360.0,-55.42560958862305,45900,45899,63,-394565.34375,7240,1.0022376775741577
460000,392.15854,0.0,1e-05,11087895.0,-55.426021575927734,46000,45999,63,-146228.703125,7254,1.0022497177124023
461000,-3700.4956,0.0,1e-05,12965565.0,-55.42644119262695,46100,46099,63,93320.1171875,7270,1.0022600889205933
462000,-474.92313,0.0,1e-05,21737350.0,-55.4257698059082,46200,46199,63,215770.859375,7284,1.0022401809692383
463000,-2022.1733,1.1920928955078125e-07,1e-05,158329216.0,-55.42645263671875,46300,46299,63,-600284.625,7301,1.0022600889205933
464000,-1649.962,-1.1920928955078125e-07,1e-05,11351812.0,-55.42728805541992,46400,46399,63,-141167.40625,7315,1.0022802352905273
465000,-1018.66003,2.384185791015625e-07,1e-05,4398851.5,-55.427520751953125,46500,46499,63,-103277.203125,7333,1.0022894144058228
466000,587.17554,-1.1920928955078125e-07,1e-05,17567732.0,-55.4281120300293,46600,46599,63,-210406.921875,7346,1.002301573753357
467000,-500.0554,-1.1920928955078125e-07,1e-05,16646666.0,-55.42727279663086,46700,46699,63,-202014.65625,7363,1.0022790431976318
468000,-1289.6494,0.0,1e-05,10867905.0,-55.4282341003418,46800,46799,63,-168694.046875,7377,1.0023049116134644
469000,-1064.0607,1.1920928955078125e-07,1e-05,11380379.0,-55.42926025390625,46900,46899,63,-90915.5234375,7393,1.002333402633667
470000,6493.9653,-1.1920928955078125e-07,1e-05,641754240.0,-55.42902755737305,47000,46999,63,-1279864.875,7408,1.0023263692855835
471000,881.411,-1.1920928955078125e-07,1e-05,7485509.5,-55.43010330200195,47100,47099,63,-42577.23046875,7425,1.0023525953292847
472000,2036.0674,0.0,1e-05,136632864.0,-55.430328369140625,47200,47199,63,259601.046875,7439,1.0023585557937622
473000,-2759.056,2.980232238769531e-07,1e-05,17292958.0,-55.43073654174805,47300,47299,63,-226478.984375,7456,1.0023682117462158
474000,-5883.0913,-1.1920928955078125e-07,1e-05,44964052.0,-55.4297981262207,47400,47399,63,-288014.84375,7471,1.0023471117019653
475000,1243.7913,0.0,1e-05,20953038.0,-55.430938720703125,47500,47499,63,-158902.234375,7487,1.0023735761642456
476000,617.9962,0.0,1e-05,55212212.0,-55.43071365356445,47600,47599,63,312769.5,7501,1.0023661851882935
477000,-5.0860925,0.0,1e-05,3485188.0,-55.430511474609375,47700,47699,63,-15240.7919921875,7519,1.002365231513977
478000,-160.9409,-3.5762786865234375e-07,1e-05,6255575.5,-55.4302978515625,47800,47799,63,-51921.54296875,7533,1.0023572444915771
479000,642.5387,0.0,1e-05,5939579.5,-55.4307975769043,47900,47899,63,-21063.134765625,7549,1.0023709535598755
480000,-289.4594,4.172325134277344e-07,1e-05,3424132.5,-55.431087493896484,48000,47999,63,-5911.45654296875,7563,1.0023754835128784
481000,-2221.3193,-1.1920928955078125e-07,1e-05,25940800.0,-55.431636810302734,48100,48099,63,-271070.5625,7580,1.0023908615112305
482000,-3113.9397,0.0,1e-05,30104758.0,-55.43164825439453,48200,48199,63,214497.125,7594,1.0023897886276245
483000,-986.83563,0.0,1e-05,336603232.0,-55.43172836303711,48300,48299,63,-889197.3125,7612,1.0023926496505737
484000,-1163.8544,5.960464477539063e-08,1e-05,21290144.0,-55.43134689331055,48400,48399,63,-232291.546875,7626,1.0023843050003052
485000,-1659.7532,0.0,1e-05,81314448.0,-55.43085861206055,48500,48499,63,-304405.4375,7642,1.0023757219314575
486000,-1529.0986,1.1920928955078125e-07,1e-05,2787871.75,-55.4312858581543,48600,48599,63,-64659.66796875,7657,1.0023852586746216
487000,-2832.7368,-1.1920928955078125e-06,1e-05,23430860.0,-55.43193435668945,48700,48699,63,-10716.4375,7676,1.0023971796035767
488000,-27.79589,0.0,1e-05,57004252.0,-55.43254470825195,48800,48799,63,409550.84375,7690,1.0024175643920898
489000,-844.23737,0.0002764463424682617,1e-05,11746267.0,-55.43235397338867,48900,48899,63,-92838.6171875,7705,1.002410650253296
490000,2028.3007,0.0,1e-05,23682800.0,-55.43286895751953,49000,48999,63,-241360.109375,7719,1.0024255514144897
491000,-691.1324,0.0,1e-05,2834163.25,-55.43398666381836,49100,49099,63,-85475.828125,7735,1.0024521350860596
492000,1879.1023,1.1920928955078125e-07,1e-05,1930787.0,-55.434051513671875,49200,49199,63,17376.607421875,7748,1.0024545192718506
493000,-1343.9388,0.0,1e-05,7550800.0,-55.4351921081543,49300,49299,63,-146090.578125,7764,1.002482295036316
494000,1623.5046,0.0,1e-05,19679462.0,-55.43537521362305,49400,49399,63,-194424.40625,7778,1.0024909973144531
495000,2021.8079,1.1920928955078125e-07,1e-05,17606592.0,-55.4361457824707,49500,49499,63,-208921.984375,7794,1.002506136894226
496000,-5145.0312,-1.1920928955078125e-07,1e-05,46391272.0,-55.43544387817383,49600,49599,63,-349416.28125,7808,1.0024895668029785
497000,433.694,1.7881393432617188e-07,1e-05,8478859.0,-55.43556594848633,49700,49699,63,-129639.328125,7824,1.0024943351745605
498000,603.5421,0.0,1e-05,30226310.0,-55.436737060546875,49800,49799,63,-244745.328125,7838,1.0025241374969482
499000,-1789.2684,1.1920928955078125e-07,1e-05,539655.1875,-55.43687057495117,49900,49899,63,-33580.21484375,7854,1.0025274753570557
500000,1619.8271,-1.1920928955078125e-07,1e-05,518028704.0,-55.437068939208984,50000,49999,63,-1104183.875,7869,1.0025326013565063
